eSAm iSir;AsaH adr;uhaH
suvasan;Ani arSa aB;i
mah;Am ;indram indo
punAn;aH n;qBiH yat;aH
manAmahe ;ati s;etum
aB;i arSasi samudr;aH
s;omam ;adriBiH duh;anti
nqc;akSasaH qt;asya gop;AH
avasy;avaH tv;Am suparZ;aH
zyen;aH n;a y;onim
sAkam;ukSaH marjayanta sv;asAraH
pr;ati dev;An ajuSata
svan;At samasya k;asya
pUy;amAnaH vicakSaZ;aH j;AgqviH
s;omaH punAn;aH camv:oH
v;asumat h;iraZyavat ;azvAvat
v;qSA v;qSZe p;ari
h;ariH ;amartyaH nirZijAn;aH
jAgqhi apaGn;an pavate
v;icarSaZiH p;avasva soma
praTam;am v;i jajYatuH
;induH ;indrAya DIyate
makS;u Diy;AvasuH jagamyAt
adr;uhaH spArh;AH Bavanti
m;adyam r;asam tIvr;am
t;anUn;apAt p;avamAnaH z;qVge
madintama pav;itram D;ArayA
p;ayasA aB;i g;onAm
DUnavat r;aZAya m;ahi
vAj;I iva sAnas;iH
;adriBiH sut;AsaH m;aDumattamAH
et;e pUt;AH vipazc;itaH
hinvire m;anasA devay;antaH
;indrAya vajr;iZe s;omAsaH
zuBr;am hinvanti DIt;iBiH
sup;ezasaH tv;aSwAram agraj;Am
dev;avItaye ut;a naH
zat;avAjaH ;induH eS;a
n;a zazramuH ;iyakSantaH
s;a B;ikSamAZaH am;qtasya
pr;a Danva braDn;aH
divy;aH suparZ;aH ;ava
r;asaH t;ava d;akSaH
aB;i sapt;a Den;avaH
y;asya v;arZam maDuzc;utam
asmE gAyata naraH
;indavaH ;astam g;AvaH
;aGnyAH ut;a zrIZ;anti
ruc;A-rucA dev;aH dev;eByaH
arocayat jAm;iBiH s;Uryam
pr;a vadanti vAZ;am
g;onAm eS;a sy;a
gAyata naraH p;avamAnAya
v;i naH rAy;e
naH ady;a v;arivaH
et;am mqjanti m;arjyam
pItv;A m;adAnAm ;indraH
t;uByam g;AvaH Gqt;am
n;a v;aMsu kal;azeSu
s;oma jah;i pavamAna
preS;A hem;anA pUy;amAnaH
sUn;oH vats;asya mAt;araH
asiSyadat aB;i dr;oZAni
v;izveBiH aMz;uBiH dev;eByaH
;aditeH up;asTe ;A
naH v;izvA div;aH
;adriBiH duh;anti aps;u
v;E u naH
s;asniH y;aH anum;AdyaH
j;anaH dAD;Ara D;armaZaH
kav;iH nqmZ;A v;asAnaH
Av;iH kqZoti vagvan;um
kavIn;Am mat;I sqj;at
tqt;Iye santu r;ajasi
m;A�zcatve vA p;qzane
arSati tir;aH v;ArAZi
s;omam j;anasya g;opatim
;Ayuni jAt;am rihanti
asaraH v;Ajam ;aCa
y;AH zukr;am duhat;e
D;ArA pavate nqc;akSasaH
p;avamAnaH qtAy;uBiH h;ariH
pr;a k;Avyam uz;anA
v;i avy;ayam pav;itram
tv;am soma asi
s;u jIv;ase anindy;aH
vizat h;ariH p;ari
svarv;idaH t;arat samudr;am
ca soma j;eSi
eS;a v;qSA v;qSavrataH
n;a st;omam apt;uram
mah;Im ;iSam g;omat
ut;a u sah;asraBarZasam
D;ArayA mqjy;amAnaH manIS;iBiH
nUn;am ca sUr;ayaH
As;adam ;avyaH v;AreBiH
eSi vizv;ataH ;ataptatanUH
saMg;iram m;aryaH iva
t;ava pr;azastayaH mah;IH
Danva svast;aye n;qBiH
Ay;uH pavate Ay;ave
niy;utvAn iSw;ayAmA n;AsatyA
g;arBam qtAv;qDaH dqz;e
s;argAH asqkSata ;arvantaH
rav;aTena v;i didyute
dAz;uSe ;indo sahasr;iZam
asazc;ataH div;aH n;a
vidAn;AH asya y;ojanam
mat;ayaH sacante trit;aH
p;aYca prad;izaH v;iDarmaZi
ant;arikSAt asqkSata pqTivy;AH
pUrvy;am y;at ukTy:am
j;uvaH rUp;am n;a
janit;A div;aH janit;A
aB;i priy;AZi k;AvyA
sadaH ;aDukSata priy;am
B;are kqt;am v;i
avyata priy;aH sUn;uH
;ApaH t;atra m;Am
ay;am v;izvAni tiSWati
aYjate s;inDoH ucCvAs;e
indo jaW;aram ;A
varDantu naH g;iraH
tanyat;uH tv;am v;asUni
g;AvaH aDanviSuH ;ApaH
m;aDumAn astu vAy;ave
arcata h;astacyuteBiH ;adriBiH
h;ariH aMz;um duhanti
div;aH qt;asya yAti
vavriv;AMsam mah;IH ap;aH
v;izvA ca soma
;A aruhat r;ajiSWAm
v;asAnaH v;aruZaH n;a
zv;Anam arAD;asam hat;a
naH indo sup;aTA
;aDi zrit;aH div;aH
tv;am s;Urye naH
y;aTA ;apavaTAH m;anave
;adriBiH pavate sut;aH
s;am asvaran p;avasva
s;omaH s;ahaH ;invan
n;a vizp;atiH vqSw;im
soma aB;i rakSa
v;Ak jy;eSWasya vA
tv;am vavqS;e ;indum
priy;A div;aH pad;A
v;aso v;asvaH purusp;qhaH
k;AmAH t;atra m;Am
s;omAH asqgram Az;avaH
pav;itre ;A sqja
s;omaH v;Ajam ;arSati
d;aza marmqjy;ante apasy;uvaH
sam;asvaran qc;A z;ocantaH
p;avyayA g;aBastipUtaH n;qBiH
mah;An mah;I qtAv;qDA
mat;im ;atyaH n;a
;indram m;adAya vAvqDuH
sarp;iH m;aDu udak;am
uB;AByAm deva savitar
mandr;aH svarv;it ;induH
rItyApaH svarv;idaH s;omaH
kqZv;an sAmany:aH vipazc;it
soma p;avamAnaH kira
DAvati p;avasva goj;it
asi mahat;aH D;anasya
marmqjy;ante apasy;uvaH y;ABiH
D;ArayA kave ark;asya
net;A matIn;Am vizv;adevaH
sv;asAraH ;adrisaMhatam priy;am
vIt;A Danva vicinv;an
yemAn;aH ;adriBiH sut;aH
r;omaZvantO Bed;O v;Ar
k;anikradat s;a vAj;I
Den;uH n;a vats;am
manIS;iZaH ev;a te
s;a naH harIZAm
DIt;ayaH D;anutrIH h;ariH
ca naH kqDi
svAyuDa s;oma dvib;arhasam
camv:oH ;A asadat
svast;aye sarv;atAtaye bqhat;e
sAsahy;Ama pqtanyat;aH y;A
s;Idan y;onA v;aneSu
g;avyAni DArayaH tat;am
DIt;ayaH vqSaB;asya ;aDi
g;ojIrayA r;aMhamAZaH p;uraMDyA
svarv;idaH s;omaH punAn;aH
indo dyumn;avattamaH ;A
v;i tanvate ;apa
;induH v;i v;Aram
yAsi aDvar;am r;AjA
;anu p;anTAm qt;asya
asarat tir;aH r;ajAMsi
ArjIk;At soma mIXvaH
vacyasva sudakSa camv:oH
;indum dev;AH ayAsiSuH
aps;u s;Uryam v;asAnaH
cakSata kS;Am s;omaH
B;agAya ;indraH te
vAc;aH p;avamAnaH k;anikradat
soma nqm;AdanaH p;avasva
;ahnAm h;ariH haryat;aH
m;advA m;adyaH m;adaH
naH arSa pav;itre
y;aH qt;ajAtaH vivAvqD;e
im;A ca v;izvA
d;adqzAnaH usr;iyaH n;Anadat
vqSaB;aH taviSy;ayA z;qVge
kS;ara naH aB;i
m;adaH saty;am vqSan
;anDaH ;aBarat parAv;ataH
gavy;an eti h;arSate
jayati zr;avaH bqh;at
j;AyamAnaH aBavaH mah;An
s;omaH punAn;aH arSati
dev;eByaH anukAmak;qt ;indrAya
trivanDur;e r;aTe yuYjanti
pr;a te s;argAH
s;Idan mqg;aH n;a
pav;itram Az;avaH v;izvAni
ajy;amAnaH s;ome ark;AH
s;a pavasva m;adAya
B;uvanA up;ari s;omaH
DIn;Am ant;ar sabard;uGaH
s;am asvaran vasuv;idaH
jan;ayan ;iSaH D;ArayA
pavasva an;ayA ruc;A
vy:aktaH aruS;aH div;aH
varivov;it p;ari srava
svAd;uH indo p;ari
AB;uvaH hinvir;e dev;atAtaye
pavasva D;ArayA mqjy;amAnaH
mat;ayaH yanti saMy;ataH
y;adi nirZ;ijam qgm;iZaH
soma vipazc;itam t;anA
tv;otayaH eS;a pr;a
div;aH n;a vidy;ut
m;arjyam p;avamAnam d;aza
vAjas;AtamaH pav;itre D;ArayA
h;arim navante ;ava
bqhat;IH ;iSaH dyum;at
iva kS;arantaH parvatAv;qDaH
azv;inam aB;i v;Ajam
B;agaH ;asi dAtr;asya
p;avamAnAsaH ;indram r;aTAH
Az;avaH Diy;A jUt;AH
madir;AsaH Az;avaH ;asqkSata
pqTiv;I ut;a dy;OH
te parisr;utam s;omam
indo svAB;uvam s;omaH
v;izvAH ;apa dv;iSaH
vIry:Aya codaya div;aH
raMhate urugAy;asya jUt;im
avIvazan k;ASWAm vAj;inaH
;indrAya p;Atave pr;a
hinvat;IH sapt;a jAm;ayaH
aB;i g;AvaH aDanviSuH
Iraya g;AH iSaZy;an
suSaMs;adam s;omam manIS;AH
;aDi zrit;aH kAr;am
mahat;aH D;anasya div;aH
s;inDavaH j;uSwaH mitr;Aya
ant;ar ;adreH k;Ucit
Dar;uZaH div;aH s;omaH
somaD;Anam ;A viza
naH soma zr;avaH
;apa dv;iSaH jahi
;indrAya s;omaH sah;asraDAraH
hv;arAMsi DAvati p;avamAnaH
jrayati g;oH apIcy:am
p;avasva deva AyuS;ak
ap;aH s;iSAsan uS;asaH
iva m;aDumAn draps;aH
y;at aYjat;e kr;atvA
jaG;Ana p;ibanti asya
lok;AH y;atra jy;otiSmantaH
y;e te pav;itram
;A y;onim v;anyam
mat;IH janayata svaD;ABiH
v;AtAH aBipr;iyaH t;uByam
qt;asya viSw;apam duhat;e
m;aDvaH pavasva D;ArayA
h;arSate asya s;enA
mqjanti kal;aze d;aza
k;Amyam m;aDu j;ayan
s;am jiGnate yuj;A
priy;aH n;a mitr;aH
n;iH g;AH ;akqntat
v;i DAvati ;agre
yanti ket;avaH vyAnaz;iH
c;etasA ;arUrucat uS;asaH
suparZy:aH t;AH te
sv;ayazasam sv;asAraH ;adrisaMhatam
aB;iSwutaH pav;itre ;aDi
y;ujyAya ;agne ;AyUMSi
minAti saMg;iram m;aryaH
;ahardivi br;ahma praj;Avat
pariy;an ur;u jr;ayaH
kr;atum rihanti m;aDunA
vid;e asy;a ;it
s;UraH n;a citr;aH
s;aKAyam ;A viza
;ojasA raTasaMg;e D;ane
vAc;aH Urm;im n;a
draviZod;AH iva tm;an
d;Evyam j;anam s;inDoH
sIdati krIx;uH maK;aH
z;uSmam Ir;ayan apasy;uBiH
asi ;azvaH n;a
Gn;an ;apa sr;iDaH
can;a amamat ;indrAya
u s;u pr;a
sikt;aH juSwv;I naH
n;qBiH s;am jAm;iBiH
aB;i arSa bqh;at
pavate sut;aH d;aDAnaH
;adrayaH tvA bapsati
p;ayasA p;invamAnaH Ir;ayan
srava y;at te
jaW;are punAn;aH n;qBiH
s;arAMsi DAvati sapt;a
suDAr;aH mah;Am ;avInAm
s;omasya D;ArA pavate
pariSkqZv;anti DarZas;im ;At
;agan ;indram mahat;e
s;omaH v;aneSu vizvav;it
tan;UnAm vqZIm;ahe saKy;Aya
n;a y;uDyan ;ava
candr;A B;artave naH
m;adaH jah;i z;atrUn
;indrasya D;Amne p;avasva
daDe sv;asAraH ;ApaH
dasm;aH aB;i g;AH
pavasva DanaMjaya prayant;A
;indo samudramIVKaya p;avasva
s;inDumAtaram s;am Adity;eBiH
;adabDaH p;ari srava
;AyuDA tigm;Ani s;anti
v;qSavrataH p;avamAnaH azastih;A
p;ari srava camv:oH
jy;AyaH mahitv;am Anaze
zAsate manIS;iZaH s;a
;anu draps;AsaH ;indavaH
agman mand;I m;adAya
n;a dev;An ;api
pr;a s;omasya p;avamAnasya
cit ev;a deva
rAsi vIr;avat s;ana
jan;ayantaH ark;am ;it
aBavat ulokak;qt ay;am
v;i DAvati rakSoh;A
dev;eSu patyate s;am
pariSw;oBantyA kqp;A s;omAH
n;qBiH nqc;akSAH Urm;iH
udapr;utam sah;asraDAram vqSaB;am
h;iraZyavat vay;am syAma
k;ArSman ;A vAj;I
eSi vizv;ataH p;ari
s;omAsaH d;aDyAziraH s;UryAsaH
Diy;A t;am g;AvaH
mah;aH z;ikSa vayoDaH
div;aH ;udyataH m;adaH
dev;eByaH soma div;e
zrit;I tirazc;atA gavy;A
div;aH Dart;A asi
pr;a kav;iH dev;avItaye
dev;avItaye p;avante v;AjasAtaye
g;oBiH zrIZIta matsar;am
v;izveSu k;AvyeSu r;antA
s;a Im r;aTaH
m;ahi zr;avaH g;Am
asya marjayAmasi m;adaH
mamattu pr;a asya
p;eravaH ;arAvIt aMz;uH
pavamAna codaya d;akSaH
d;aDAnaH kav;iH asya
prayant;A r;ADasaH mah;aH
pqtany;Un s;eDan r;akSAMsi
vIr;avantam purusp;qham p;avasva
z;arDAya matsar;am pr;a
;ataH v;izvAH aB;i
razm;iBiH vAjas;AtamaH d;aDat
;indraH m;adeSu ;A
suvAn;aH ;adriBiH tir;aH
soma sisrate t;uByam
tanvAn;AH yajY;am AnuS;ak
n;aBaH p;ayaH upast;ire
d;uraH vqDi ;asqkSata
saKy;Aya k;artave ay;am
mqjy;amAnaH g;aBastyoH s;omaH
DIt;iBiH d;ame parAv;ataH
t;antuH v;itataH pav;itre
y;onim ;A aps;AH
ca ;A ca
aGazaMsah;A j;aGniH vqtr;am
manIS;AH Irate s;omam
Az;avaH aB;i suvAn;AsaH
hem;anA pUy;amAnaH dev;aH
s;omAH asqkSata mah;e
tv;iSim d;aDAnaH ;ojasA
y;adi g;oBiH vasAy;ate
y;uDyan ;ava naH
riZanti barh;iSi priy;am
;induH dev;AnAm ;upa
dev;AnAm n;Ama b;iBratIH
;ajIjanaH amqta m;artyeSu
kal;azAn acikradat n;qBiH
vic;akSAZaH viroc;ayan ay;am
v;arSiSWe ;aDi s;Anavi
s;a asya viz;e
v;iprAH avasy;avaH mqj;anti
pr;a jAt;am ;anDasaH
rAjan aduCun;aH v;i
Druv;am ray;im ;iSam
soma yAhi ;indrasya
vidy;ut aBr;A iva
mqYjata t;am tvA
soma ;A viveziTa
ray;im ;iSam stot;qByaH
san;advAjaH p;ari srava
m;aDu kriyate suk;armaBiH
y;aH mam;e yamy:A
s;oma gotr;am ;aVgiroByaH
p;avamAnaH raT;ItamaH zuBr;eBiH
d;aza kS;ipaH n;qBiH
D;AmaBiH ;aDa priy;am
;it v;ahantaH t;at
ca y;asya pqTiv;I
;akSiti zr;avaH s;am
DAH nqc;akSasam tvA
pratIc;I soma tasT;atuH
y;onim As;adam s;a
aB;i navante adr;uhaH
s;a h;i sma
s;am s;Uryasya razm;iBiH
k;AvyA tv;am samudr;am
g;omantam azv;inam aB;i
rAraZa saKy;e indo
n;qBiH ;adriBiH sut;aH
Danva s;AnO ;avye
arSati sAhv;An v;izvAH
naH arSa p;ari
pUSZ;e B;agAya ;indraH
;aDi dy;avi pav;itre
;qSiH vrat;A vidAn;aH
triD;Atu m;aDu kriyate
s;a t;u pavasva
tv;Am mqjanti d;aza
p;AjAMsi kqZute nad;ISu
cit ;ojIyAn z;UreByaH
ca t;atra m;Am
sqSw;AH aheSata et;e
;indo saKitv;am uzmasi
kqZv;an samIcIn;e ;A
div;i s;omaH u
j;AyamAnaH mqjAn;aH aps;u
sadanAs;ade t;e pratn;AsaH
k;am papuH ;A
p;avamAnaH v;i DAvati
pratn;AH qZvanti kAr;avaH
p;ariSkqtam ;avye punAn;am
ukSit;aH ;indrasya v;ajraH
vAj;I akramIt sasav;An
r;eBan pr;a haMs;AsaH
v;i cinuyAma z;azvat
p;ari sicyate marmqjy;amAnaH
m;aDO ;A DAvata
pr;a cara s;u
mahIyate s;omaH y;aH
mAdayitn;ave ;apa zv;Anam
d;EvyA p;avamAna j;animAni
Anand;am jan;ayan ;indrAya
maKasy;ase p;avasva indo
pavIt;Aram Az;avaH div;aH
;adrim uSZ;an ;akrAn
asmE p;avamAnaH r;uzat
adr;uhaH vats;am jAt;am
;ahnAm r;AjA n;a
v;Aram n;a dev;aH
upad;qk ay;am s;arAMsi
p;avamAnasya ;anu D;AmAni
asqkSata jIr;AH ajir;azociSaH
qt;asya t;antuH v;itataH
vats;am n;a Den;avaH
;aDi g;oSu dIDaram
s;ana sv:ar pr;a
m;adaH p;avamAna Diy;A
z;UraH n;a g;oSu
h;arim pav;itre adr;uhaH
aB;i arSanti baBr;avaH
mah;I r;odasI pqZa
ant;arikSeZa y;Atave ut;a
vqSaB;aH g;oSu jAn;an
naH p;Urve pit;araH
;qSayaH sT;AvirIH asqkSata
;adAByam t;am s;AnO
;anu D;Ama p;Urvam
v;aruZAya z;aMtamaH asm;aByam
D;IrAH vanv;an ;avAtaH
;aTa u sah;asraBarZasam
y;e sam;asvaran qc;A
j;animAni dyum;attamaH amqtatv;Aya
;ojasA vic;akSAZaH viroc;ayan
Im qt;asya viSw;apam
punAn;aH pUrv;IH ;iSaH
soma pr;a Danva
vagn;um indriy;am ;A
eS;a dev;aH vipany;uBiH
vizvamejaya t;uBya im;A
v;ArAZi arSa kr;Ixan
h;ariH s;am DIt;ayaH
soma jy;eSWaH ugr;AZAm
kav;inA iSit;aH aB;i
naH indo ;azvavat
gr;AvZA tunn;aH aB;iSwutaH
anum;AdyaH ;indo y;at
B;ava maG;avA r;ADasaH
;A y;ayoH triMz;atam
m;aDumAn Urm;iZA div;aH
n;a kany:A anUSata
;indreZa yAhi sar;aTam
Gqt;am p;ayaH b;aBro
sarji ;UDani ur;uDArA
sAt;aye paripray;antam vayy:am
;At asya zuSm;iZaH
viBvAs;aham p;ari sy;a
tasT;atuH p;ari D;AmAni
v;asUni pibdan;A p;aruSA
;arpitaH sv:ar jajYAn;aH
asarat s;a dev;aH
vAj;inam ay;A citt;aH
D;ArayA ApAn;AsaH viv;asvataH
sv;aDitiH v;anAnAm s;omaH
pr;a sunvAn;asya ;anDasaH
v;aruZasya D;armaZA pr;a
asi t;ava v;izve
t;am ahyan Bur;ijoH
dev;AH tr;ayaH ekAdaz;AsaH
p;ariSkqtaH v;iprasya m;eDyAtiTeH
dyum;An jy;otiH v;izvam
p;avamAnasya zuSm;iZaH c;aranti
;avanti asya pavIt;Aram
;aspqtaH p;avamAnaH svaDvar;aH
g;uhA pad;am yajY;asya
s;omaH arSati DarZas;iH
te soma sut;asya
svAyuD;asya te sat;aH
vqSay;uH k;anikradat pr;a
y;oSaZaH d;aza v;ane
p;ariSkqtaH ay;am d;akSAya
;anu D;AmAni ;akramIt
pad;A varAh;aH aB;i
m;adaH sut;aH div;aH
aYjAn;aH akt;uBiH ;indo
pqTiv;I ca D;armaBiH
pavasva madintama pav;itram
DAvasi s;UraH n;a
;A purusp;qham p;avasva
g;AH ;asya c;akSasA
D;ArayA kav;iH ;A
s;adaH v;aneSu daDiSe
g;AH gavy;an aB;i
t;u D;anam kAr;iZe
p;ayasA aB;i vajr;iZam
n;a Den;avaH ;agman
n;a mAt;qBiH sqj;ata
;A pavasva samudr;At
vanuSyate mat;I s;a
p;ari DAva m;aDu
n;i miSanti B;UrZayaH
;apa ;adevam dvay;um
yanti Den;avaH dev;asya
gaZ;am v;izvasya avIvazat
hare mar;udByaH vAy;ave
s;at B;UmI ;A
ay;A pavasva devay;uH
n;a h;etAraH ;azUzuBan
v;AreBiH pavate mad;intamaH
D;AmnA y;atra dev;AH
dUr;At upanAy;am eSAm
g;iraH ;asqgram ;indavaH
h;i sm;asi hit;AH
p;atim mah;Am ;indum
;indavaH paT;A D;arman
im;e v;qSaZam yantu
yajY;am mimikSa naH
indo ;A gahi
vid;AH sahasr;iZIH ;iSaH
aB;i s;am yAti
aB;i aYjate s;inDoH
;A Bara ;aTa
t;am tvA sah;asracakSasam
sut;aH pratn;am n;i
p;avamAnasya soma y;oSA
s;am ;induH g;oBiH
dev;eSu raZyati ap;aH
te d;ivA saKy;Aya
div;aH ap;Am Urm;O
vAj;inam ;indum ;indrAya
hqd;A ;asya vrat;Ani
y;e ArjIk;eSu k;qtvasu
matsar;aH s;am rUp;EH
;qkvaBiH sapt;AsyeBiH ;qkvaBiH
pUrvy;am m;adam suvAn;aH
kav;ayaH manIS;iZaH rudr;AsaH
kAr;avaH v;qSZaH h;arase
;ut m;aDvaH Urm;iH
akt;uBiH ;indo ;indrAya
punAn;aH asadat cam;USu
D;armaZA vAy;um ;A
pqtanyat;aH kS;ara naH
j;anyAsaH ;upa naH
pavate nqc;akSasaH qt;ena
ven;AH duhanti ukS;aZam
pavasva naH jah;i
avAvazanta v;AZIH v;anA
aBizr;iyaH h;arim navante
d;qtim triD;Atu vAraZ;am
asvaran avit;A naH
pqTivy;AH Dar;uZaH mah;aH
t;AH udany;uvaH kS;ipaH
p;avamAna p;avase D;Ama
r;asAH punAn;aH br;ahmaZA
n;aBasA v;epate mat;I
m;adAya z;umBase t;am
;A jAm;iH ;atke
DAvati j;ahat z;aryAZi
;ati v;ArAZi ;avyA
Ay;avaH pracakrAZ;am mah;IH
zagD;i mah;aH puruzcandr;asya
zr;avase D;iyam daDuH
maG;onAm aB;i arSa
;ApUrZaH aMz;uH pary;eti
soma vizvav;it t;am
;indrAt qt;e pavate
;indrasya n;Ama y;ena
giriSW;Am aps;u draps;am
suk;qtam apIparan samy;ak
avit;A naH aj;AzvaH
;adAByAsaH jan;uSI uB;e
k;anikradat s;a ;indrAya
sut;aH nqm;AdanaH daDanv;An
tqt;Iye pqSW;e ;aDi
;atyaH n;a kr;Ixan
viz;Am v;ahniH n;a
uS;asaH div;aH krAZ;A
t;eBiH ;indram codaya
;A punAn;aH acikradat
soma vizv;ataH et;am
raBas;Ani datte s;am
;induH aB;i dr;uZA
p;ari v;ArAZi avy;ayA
m;adena sah;a g;aCati
;anu sv;am ;A
zukr;AH g;avAziraH hinvAn;aH
te kave v;Ajin
naH yaz;asaH j;ane
k;qtvyAH iva kS;arantaH
agr;uvaH D;amanti bAkur;am
t;at v;acaH ;apa
agmata marj;ayantIH iS;aH
sah;asracakSasam t;am tvA
mahAgay;am ;agne p;avasva
v;iprAH vacov;idaH p;ari
;avasaH t;arat s;a
br;ahmaZaH manIS;Am g;AvaH
D;iyaH h;arim hinv;anti
;Urjam ;iSam ca
vizv;ataH ;ataptatanUH n;a
k;anikradat kal;aze g;oBiH
hant;A v;izvasya asi
dev;AnAm sumn;e am;qtasya
s;am aYjate rUp;am
sut;asya ;anDasaH t;arat
B;uvanA aB;i papraTe
s;a vIr;aH dakSas;ADanaH
g;oBiH m;adAya haryat;aH
D;ArayA ap;aH v;asAnaH
svard;qzaH qt;asya DIt;im
;iSaH kav;iH m;ahi
s;omaH pav;itre s;argaH
v;i nIyate ant;ar
t;anA sah;asrAZi ca
agriy;aH s;oma citr;ABiH
svarv;idam ;indrAya v;qSaZam
m;Ahinam ;atyaH n;a
dev;asya zr;avasA s;adaH
hast;inaH m;aDumantam ;adriBiH
vizvav;it eS;a zuSm;I
tAri ;AyuH prAt;ar
zyen;aH g;qDrAZAm sv;aDitiH
y;aH jin;Ati n;a
D;anA vA y;eBiH
pr;ayoBiH ;aCa nqc;akSAH
vAy;um ;A viza
h;ariH ;A sqjAn;aH
v;itatam brahmaZaH pate
r;etaH ;A Bara
n;a mitr;am pr;a
aB;i anUSata st;uBaH
mqjanti d;aza y;oSaZaH
v;Are p;ari priy;am
r;odasI uB;e s;am
punAn;AsaH camUS;adaH g;aCantaH
deva soma aB;i
vIt;aye ay;am dev;eByaH
yahv;aH ;aDi y;eSu
azyAma purukqt purukSo
vizv;adevaH s;omaH punAn;aH
sahasrajit t;am tvA
;qSim ay;am s;UryaH
D;anAni tigm;AyuDaH kSipr;aDanvA
samIcIn;e ;A pavasva
pavate sut;aH s;ana
v;asUnAm n;u naH
jAr;aH aB;igItaH ;induH
BUSata zriy;e s;am
parSi vidv;An z;UraH
s;Ama t;at y;atra
;indrasya Bavasi DAs;iH
;upa saKy;am Ay;an
D;ArayA in;u dv;eSAMsi
supraj;AH ;iti y;aH
kal;azam devay;uH naH
v;Ajam ;A aruhaH
sut;aH D;ArayA ;atyaH
viza apaGn;an pavase
t;antum tanvAn;aH triv;qtam
jAt;aH ih;a stut;aH
gavy;ayI tv;ak Bavati
acikradat m;adeSu sarvaD;AH
p;avasva soma mand;ayan
b;iBrat ap;Am Urm;im
pavasva z;am g;ave
Gqtad;uhaH sacante samAn;e
;atyaviH vAy;oH ;indrasya
Urm;ayaH aBikS;aranti D;ArayA
tveS;AH ay;AsaH ;akramuH
pqTiv;Im ca ;ati
v;ayaH daDe r;ocamAnaH
sv:ar pr;a svAn;AsaH
v;izvAn dev;An ;A
t;u drava p;ari
svAd;uH Urm;iH vAjas;aniH
veD;asaH gqZ;antaH kAr;avaH
s;am cikradaH mah;aH
s;inDavaH pr;a te
mqSw;aH aB;i v;Ajam
uB;e nqc;akSAH ;anu
n;amasA punAn;AH t;AH
ur;ugavyUtiH ;aBayAni kqZv;an
aB;i im;am ;aGnyAH
v;AreZa z;azvatA t;anA
sy;a D;ArayA sut;aH
niD;ApatiH suk;qttamAH m;aDunaH
aBr;EH s;omasya te
daDanv;An matsar;intamaH ;indrAya
tvA sut;am soma
D;ArAH yanti asazc;ataH
maK;am n;a B;qgavaH
durit;A pavasva ;indo
purusp;qhaH n;i n;ediSWatamAH
y;ena v;izvAni vqtr;A
cat;uraH asm;aByam soma
y;UnA ha s;antA
d;ivaH duhuH v;izvA
s;am asvaran ;aDa
n;a tvA vAj;inam
viza samudr;am iva
ulok;am pr;a Avat
;A j;AgqviH v;ipraH
mitr;asya v;aruZasya D;armaZA
iSir;am ur;u iva
vIr;avat ;azvAvat v;Ajavat
mar;udByaH s;omaH arSati
tir;aH m;artasya k;asya
;avyA sam;ayA v;i
yAhi asmay;uH eS;a
D;ArayA v;Ajam g;omantam
m;adAya ev;a r;AjA
soma te r;asaH
s;omAsaH aDanviSuH p;avamAnAsaH
mah;I qtAv;qDA s;a
s;UryaH dqz;e hinv;anti
;A g;aBastyoH aB;i
;ava naH nid;aH
v;anasya jaW;are punAn;aH
D;iyaH pr;a naH
BakSat kany:Asu naH
t;atra m;Am am;qtam
pavay;A pavasva ;aDi
jah;i pavamAna durADy:aH
;anDasA puSw;am-puSwam p;ari
vAj;ayan ap;aH pr;a
DAvata suhastyaH zukr;A
ca sUr;ayaH azy;Ama
s;am gr;AvaBiH nasate
n;ABiH am;qtam v;i
indo mah;Im ;iSam
g;oBiH aYjate yajY;aH
kqD;i naH yaz;asaH
DAva m;aDu priy;am
sutAsaH indavaH punAn;AH
dev;eByaH soma pavamAna
Urm;O ;aDi zrit;aH
z;izum s;omam ;indrAya
ty;am turv;azam y;adum
Urm;A v;i akSaran
veD;asaH ap;aH vasiSwa
t;AByAm v;izvasya rAjasi
suSwut;im s;UraH n;a
pazyati ;ava ;ajuSwAn
s;omaH pavate sahasraj;it
pavAte ;ati v;Aram
AK;um cit ev;a
avasy;avaH mqj;anti dev;atAtaye
v;ipraH vicakSaZ;aH tv;am
y;aH ;ixAnAm s;omaH
tok;Aya vAj;inaH t;anA
pav;A pavasva en;A
g;oBiH akSAr s;omaH
ca m;ahyam ca
v;izaH ap;aH vqZAn;aH
t;anayam ca D;Amahe
Urm;iZA div;aH ;iyarti
g;AtrAZi p;ari eSi
Azata y;am ;atyam
mqjy;amAnAH g;aBastyoH p;avante
jiGnate yuj;A napt;IBiH
soma z;atrUn ay;A
v;AtaH n;a jUt;aH
t;ena soma aB;i
s;aKyuH n;a jAm;im
div;e-dive ;indo tv;e
svaD;ABiH h;ariH sqjAn;aH
m;ajjanti ;avicetasaH ;indrAya
Bur;ijoH aheSata d;aza
cit rakS;asaH s;adAMsi
rihanti mAt;araH punAn;aH
;aMhaH yuyoDi naH
div;e-dive goS;AH u
asya D;ArAH akSaran
p;avasva vizvamejaya rAy;aH
im;A B;uvanA kave
gaCasi d;aDat stotr;e
jahi apaGn;antaH ;arAvZaH
;indraH te soma
aB;i r;AjAnam sukrato
iSw;aye r;ADase ca
;anu h;i tvA
v;i UrZute tv;e
sr;iDaH aB;i arSati
soma s;ahaH j;uvaH
tisr;aH dev;IH sup;ezasaH
