nit;ozanam vqSaB;am
n;izitim m;artyaH
sam;iDA y;aH
z;aMsantaH dev;avAtatamAH
te indriy;am
jAt;am agn;im
z;ambaram han
juS;eTAm v;izvA
h;avam me
indra gavy;uH
Br;AtA ;indrasya
z;UraH ;astA
asm;e rev;adBiH
muYcatam v;aruZasya
n;avagvAH sapt;a
G;qZA n;a
naH ih;a
;amqDrAm y;ayA
vay;am savit;uH
iva yam;atuH
y;A vAj;inA
pqZ;aDyE ;A
piba y;asya
aDAt n;a
asti n;u
te nqS;ahye
n;a y;e
qtAvqDA joSavAk;am
v;iSkaBite aj;are
n;a svit
hat;aH v;izvAH
indra hv;ayAmasi
purukqt s;aKAyaH
ut;a Badr;am
pAhi naH
up;asTe ;avindaH
ajayat v;asUni
naH v;izvAH
tv;otAH iS;ayantaH
vA sv;e
hav;iSA ;aviDat
n;a pratim;Anam
tanyat;uH rocanasT;AH
asm;AkeBiH et;ari
qt;asya y;onim
zizAH aB;i
;akqZutam ant;arikSam
u s;u
tanv:am t;ava
;aditiH B;araDyE
s;a v;aktvAni
sya h;arI
;arZaH ;ava
eByaH asravaH
;aMhaH pr;a
dAt;A v;qSA
p;uraH z;arma
;iSaH Az;Un
citr;AH ap;aH
tv;am mitr;eZa
pqC;antI v;ajrahastam
agne dur;evaH
tvA sam;idBiH
p;Urve pit;araH
cakAra ay;am
kv:a ca
mahitv;am s;aH
r;odasI dev;aputre
arep;AH BIm;A
p;ArTivAni ur;u
v;izvAH t;aviSIH
uB;A r;ADasaH
zay;aTAya n;u
v;AjAn ev;a
treD;A sah;asram
n;a ;ApaH
aps;u sam;IjamAnaH
y;ajatrEH y;e
durg;ahAZi ;A
r;ADoBiH ;akaveBiH
var;aziKasya z;eSaH
havAmahe t;A
y;am j;aranti
svast;im sukSit;im
mqDAti ev;a
m;AGonam daDiS;e
dakSiZatr;A aB;i
te pur;A
az;aniH n;a
ih;a s;u
div;aH v;izaH
asury:am dev;eBiH
;ayanta z;UrasAtO
aj;aram ;indram
priy;am zizIta
rur;ojiTa ;A
n;a r;ASwrI
;indrAsomA pakv;am
;avasA gqZ;antaH
piba harivaH
;agne mitr;aH
n;AsatyA dy;AvA
y;at vAv;Ana
ty;at vart;iH
k;e cit
DAr;ayeTe ;anu
iSit;aH y;ajIyAn
naH g;avyeBiH
d;amUnAH asm;An
tveS;aH te
purut;amaH pur;UZi
tUtoH tv;am
raBasAn;aH adyOt
sPur;An qjipy;am
;anu pUrv;IH
agn;I s;ahurI
ugrA itT;A
y;e agn;ayaH
n;u g;IH
aBy;ohasAnam n;i
Ut;ayaH ruruhuH
tv;am ha
pr;a tvA
vAm mADvI
yAh;i sUno
miTat;IH ;ariSaZyan
madir;am aMz;um
vrat;e vay;am
sAt;O maMsIm;ahi
t;u zruDi
y;A z;azvantam
up;asTAt v;i
vqYj;e ha
t;am deva
rurucuH r;ajoBiH
;avasA ih;a
mitr;aH n;a
dy;Am qSv;aH
eSAm v;izvA
m;adema zat;ahimAH
kS;etrAZi ;araZAni
d;Iyan tv;Am
cakr;uH ;uparam
mah;e Avav;artat
tvA z;UraH
m;at vAm
haT;aH vqtr;am
vA asi
aBiS;AcaH qSv;An
;aMhasaH tv;am
;iSam pinvatam
vay;am saKy;Aya
s;AraTiH mahy;E
papraTuH pur;UZi
;A samAn;aH
st;ome br;ahmaZi
h;i agne
s;am iS;A
ih;a pr;a
dy;Am skamB;aTuH
;indrAv;iSZU kal;azA
t;ava t;Ani
saMskqtatr;am ;upa
kqSva ;avase
vAmaB;AjaH syAma
dev;aputre pratn;e
dev;aH m;artam
y;at t;akSat
;aBvam B;AsAMsi
iS;Am rayIZ;Am
kr;atvA t;ava
s;ahastamA s;ahasA
puruvAra s;anti
v;oXave uB;A
maDud;uGe m;aDuvrate
m;artyaH n;azat
dev;am Ixate
parAv;ataH yug;e-yuge
z;uSmEH z;arDaH
gqZAn;aH indra
yAtam mitrAvaruZA
taviS;A sarasvati
sumn;Aya mah;e
n;araH stuv;antaH
devay;antaH tv;am
r;aTe ;indrAgnI
agne svADy:aH
t;amaH v;i
iva j;UryaH
svan;At cit
pr;a naH
r;ajasaH v;iDarmaZi
tvA svAyuD;am
zuB;e puSw;im
g;oSu t;anaye
ray;im d;Azat
;agne tok;am
urvarAs;Am dadD;i
santu pur;UZi
veD;asaH samiT;e
D;iyaH p;ari
carSaZIn;Am s;a
u asya
y;e stOn;AH
p;arA n;avavAstvam
priy;Asu sapt;asvasA
v;Ajam y;aH
kSatr;am DAr;ayeTe
rirIhi ;indra
t;A jihv;ayA
;acyutA cit
pUS;A iva
sk;amBanena ;apraTatam
yAti pIt;aye
m;ahi cit
v;areZyam v;asu
h;i BUt;am
dy;OH triSaD;asTaH
van;uSaH n;i
y;am n;amasA
syAma ;indrAsomA
v;i caranti
nad;InAm ;A
;it t;amaH
av;anIH avindaH
ulok;am d;AtA
v;izveBiH agne
;indra dqX;am
B;uvanAni papraT;e
yajY;eSu sukrato
iS;ayantam qZ;oH
paptan n;akSat
mandr;ajihvaH ;A
B;Uri vAm;am
;apa t;A
;azvAH n;a
skamB;aTuH sk;amBanena
s;a yuDm;aH
pUrv;IH ap;aH
astAvi s;ome
n;u vAy;oH
vajraB;qt y;aH
tv;at v;ipraH
qj;ave kr;amaZAya
Ut;I vaMsIm;ahi
y;eSu ;asmi
yuv;aDitA min;anti
dAtr;AZi taviS;A
am;itrAn pqts;u
j;agmaye ;apazcAddaGvane
dIDar ;OrZoH
vqD;aH indra
t;Uyam agne
id;am upap;arcanam
et;Ani asm;e
vy:uSwO p;aritakmyAyAm
p;AzAt gopAy;atam
bruvAZ;aH ;A
sum;antunAmA c;umurim
vrat;EH s;IkSantaH
s;am navante
maG;avA n;qByaH
dasma h;otA
iyarti ;indraH
;ataH inoSi
s;Ahan b;qhasp;atiH
nIc;A n;i
k;uha svit
ev;a h;i
zat;am peruk;e
cit te
ar;ucaH rucAn;aH
pr;a dev;am
zumB;amAnA ;uSaH
y;am h;aste
kqZuTa BadravAcaH
m;artyeSu amqta
n;avavAstvam anud;eyam
arat;iH vaner;Aw
mat;iH n;avyasI
v;izve kav;itamam
ay;am s;a
g;AvaH m;artasya
s;Uryam kqZuh;i
janit;A Br;AtarA
y;ayA d;AsAni
ca saty;A
Ut;aye naH
van;uSaH yuyujr;e
tvA devi
pur;UZi ;indrAsomA
div;aH asy;a
Bas;aTaH can;a
rocan;ena viz;Am
ap;aH vavriv;AMsam
hav;iSmAn h;otAram
sma te
urugAy;am ;aDi
;avasi svaDAvaH
n;a v;aMsagaH
yAhi suvit;Aya
qjISin v;iSZunA
t;A Bujy;um
y;aH tvA
vqtrah;atye ;avasi
sut;eSu vAm
DAt asiSy;an
;atamAnAH k;asya
r;ajasI vedy;ABiH
sarasvati upabrUt;e
z;izum n;a
bah;uBiH vasavya:iH
y;A te
pazv;aH v;ayaH
k;armaZA s;am
y;akSi div;aH
ajy;ase ;agne
s;aKAyaH syAma
ca jy;ok
ray;im jAgqv;AMsaH
v;AjEH mah;An
boDi t;am
BAti yAt;ayamAnaH
n;a druS;advA
u zriy;e
;indrAviSZU hav;iSA
kikir;A kqZu
vaDryazv;Aya dAz;uSe
B;Uri tok;Aya
t;uByam s;omeBiH
B;arvan v;i
h;otA satsi
cit m;anyamAnam
;upa br;ahmAZi
z;aviSWA t;A
uS;Asam arv;Ak
;A minAti
Anaz;uH sumn;am
;ava sya
svADy:aH m;artAsaH
sv:ar ;apratItaH
draps;aH vqSaB;aH
qjIS;I t;arutraH
sumn;eBiH ;indrAv;aruZA
v;izvA suBaga
kqSZ;A kqZ;oti
y;at v;izaH
p;araH n;a
dv;A j;anAn
g;AH ihi
naH vanate
kS;ayasya deva
tuvimrakS;AsaH divy;AH
Dak juS;asva
Bavati gAD;am
gaZ;am v;aso
B;uvane v;izve
jigyaTuH n;a
st;omAsaH zasy;amAnAsaH
divoj;AH kSit;IH
;ava syatam
v;ajram d;akSiZe
sten;aH Izata
stuhi y;aH
n;Ama DqSZ;u
s;omam praZen;IH
viviSmaH sut;e
;arAtIH ;atyaH
agne sp;qDaH
bqh;adreZuH cy;avanaH
enam uS;asaH
te v;iSvak
n;qtamaH s;amokAH
vAv;Ana t;at
t;am Imahe
;ut te
p;arA jigye
iva srut;ayaH
asya dr;oGAya
h;i naH
ruj;aH v;i
br;ahmAZi zqZutam
Dehi asm;e
asmadry:ak s;am
s;amokAH s;a
v;i cayiSwam
pras;antA azv;inA
qSaB;asya r;etasi
Gn;antaH vqtr;AZi
g;iraH eB;iH
enoH ;indraH
v;iSvak v;AtajUtAsaH
;anu kSatr;am
vqjyAH ;upa
sady;aH dyumn;A
Imahe rAy;aH
AYjan UrDv;aH
sAt;O tv;Am
y;ajasva r;odasI
s;arAMsi DAvan
h;otA m;anurhitaH
mah;Am u
B;UriDAre p;ayasvatI
qt;AvA b;qhasp;atiH
Irire yajY;iyAsaH
sah;AvA y;asya
mar;utaH vAvqD;anta
;Ahutim p;ari
yAhi z;azvat
;agne v;areZyam
t;ejaH ;ayasaH
suh;avaH qSv;aH
r;odasI v;asunA
tv;Am varDanti
h;an p;Urve
viGan;inA m;qDaH
;antAn y;uyUSataH
mandr;aH n;i
vAm d;evO
gIy;amAnAsaH ark;EH
mAt;aram v;i
devay;antaH mah;aH
pur;UZi agne
vay;am dev;A
tv;Am caSwe
im;A v;AryA
te mahim;anaH
rodasI prad;ivaH
vIr;AH triv;arUTena
pitr;oH ;adIdeH
m;anma n;u
r;oruvat s;A
DqSZ;uH n;a
dev;I pUrv;ahUtO
sv:arvAn t;am
medayaTa kqz;am
n;i h;otA
arD;am ;it
yajY;am ;avase
s;aH ;it
yajY;am ca
apadran paZ;ayaH
iy;am m;at
agman punAn;AsaH
arat;im pqTivy;AH
praTam;aH yajY;iyAnAm
t;A vigr;am
;A vivAse
id;am jy;otiH
varD;ayan ;aBinne
tiSWa DiSv;a
;amimIta sukr;atuH
;indram n;araH
devay;um n;a
sapt;asvasA s;ujuSwA
vAm;am ;uSaH
ant;ar ;azmanaH
y;aH n;a
vIt;I y;aH
jajYAn;aH indra
Adity;An m;Arutam
;A y;asmin
s;omaH et;am
n;akSatraH ut;a
v;arDAn y;am
;atiTiH raZv;aH
sumat;im BuraZyU
;azvaH n;a
sAhv;An pr;a
suv;IrAH agn;A
sv;azociH ;A
BAnum;adBiH ark;EH
t;am aj;areBiH
B;araDyE pr;a
jAgqv;AMsaH ;anu
papr;ATa kS;Am
indra ay;A
zukr;AsaH z;ucayaH
vqj;anam n;a
itT;A vAm
mahADan;e p;arA
ay;am y;aH
j;enyasya z;arDataH
mAt;uH n;a
s;acA ;azvA
mqxAtaH Id;qze
zr;avoBiH ca
suh;avaH ;eSwO
iS;aH pqkS;aH
;indum s;am
Badr;am akran
c;itrakSatra citr;atamam
Dattam ;ariSwEH
n;a riSyati
pavante pIp;Aya
p;ipISate v;izvAni
v;astoH zar;adaH
v;Ajasya sAt;aye
etu pazc;At
im;am ket;um
sud;akSaH r;ajasaH
pituB;AjaH vy:uSwO
s;uSvim ;indraH
y;aH qjIS;I
n;a t;AH
asTAt s;am
g;ayam h;iraZyajihvaH
saDavIra vIr;AH
y;ajaDyE t;ejiSWA
aDvar;e hav;iSmAn
s;arasvatI Gor;A
;upa BUSataH
dyumn;A tir;ate
vAm varuZA=
ut;a sUr;iH
z;avasA dev;atA
s;ahaH v;izvasmE
asya varD;ayan
tqnDi paZIn;Am
ty;at indra
d;ayase v;i
;indra dev;eBiH
p;arvatAH admas;adaH
durg;eSu paTik;qt
p;iba t;uByam
v;AjeSu ;avqtaH
turat;aH tur;asya
v;ahiSWAH tvAyat;A
d;izaH sv:ar
p;qtanAsu sAhv;An
aBavat sam;atsu
gqZat;aH st;omavAhAH
aB;i v;i
r;odasI vqSaB;aH
z;iraH amarm;aZaH
y;asya ;IziSe
id;A vIr;Aya
y;am asmE
ray;im divaH
p;arA jayeTe
;avase niy;utvAn
tvA pr;ati
p;qtanAsu z;atrUn
uS;asaH cakAra
;A razm;ayaH
;adevIH vidy;Ama
y;adi veD;asaH
amanyata pr;a
sady;aH usr;A
r;etaH siYcatam
aByAvart;I cAyamAn;aH
s;u br;avAZi
jah;i z;atrUn
;ati p;ArTivA
;azmanaH m;ade
vqSeTAm id;am
v;AryA pur;u
y;ayA z;azvat
cit indra
rAt;im vanate
B;Uma ary;aH
vid;uSwaraH ;agne
r;akSaH n;i
n;i sIdatu
qSve ray;im
dUt;aH n;a
tr;IZi s;arAMsi
n;i daDAti
te ;Anaw
ut;a te
jigIv;AMsaH tv;otAH
vasud;eyAya pUrv;IH
p;AtA sut;am
agne ;indram
B;UreH s;ahastamA
t;Am pUSZ;aH
yaCa sahantya
k;artA vIr;am
dv;eSAMsi inuh;i
syAm ;ut
;aDi ;aTarvA
;indra n;akiH
B;uvanAnAm aBizr;iyA
zr;avaH ;qjyantaH
;upa pqcyatAm
gIrB;iH Av;iH
sadema t;am
dAH harivaH
n;a hvAry;aH
p;Asi ty;ajasA
aDvar;eSu asTAt
DAH agne
sv;EH iy;am
m;artaH n;izitim
ha ty;at
G;oSi m;anma
;A daDarSa
asti ;indra
;ahimAyasya dqX;AH
;A daDarSati
te ;annam
n;arA div;aH
j;anima m;AnuSAZAm
;aBUt u
pUS;A rakSatu
nid;aH pAtu
ap;Am n;a
y;avase D;Ama
pUS;A g;AH
param;ayA purAj;Am
rAt;im ;agman
vqtrah;aZam madir;am
par;aH vadAti
;adevaH ;Ize
pruSZute maK;aH
v;eH n;a
m;aDu Cand;aH
harivaH mAday;aDyE
Boj;am ;indram
p;qkSam ;iSam
amqta j;AyamAnam
tArIH st;avAnaH
;ApaH ugr;AH
t;ava Ut;I
s;omam aB;i
;azvEH svarv;idA
pr;a citr;am
;aDa dy;oH
mat;ayaH pavante
dAt;A ;indraH
tvA vay;am
ukT;A ca
sahasaH y;ajAsi
s;omavqdDaH s;a
z;arma yaCa
sutapAvan v;AjAn
v;AjEH sT;avireBiH
vAj;ayantaH Aj;im
KAd;inam z;izum
pur;aH indra
tv;akSasA p;anyasA
;aVgirasaH gqZ;anti
D;unimatIH qZ;oH
vy:omani vrat;Ani
pratn;e mAt;arA
antarv;Avat akqZot
v;Ajam aB;i
v;arDanam y;aTA
aDvar;e jihv;ABiH
ca viSZo
v;izveSAm hit;aH
ady;a k;arvaram
;asat y;aTA
t;AsAm ;anu
z;uSkam v;anam
mar;udBiH ;ahexamAnaH
k;ozaH ;ava
t;ava vIry:e
ady;a ca
;asi B;UmanaH
ca veD;ase
v;izvA tan;USu
svAyuD;am suv;ajram
aDvar;e ;qDat
Gqt;avatI suvqkt;iH
cetati tm;an
d;AsAni ;AryAZi
v;asUni pr;a
n;UtanAsaH nah;i
trayay;AyyaH kr;atvA
aB;i pr;a
r;odasI sum;eke
sanotu naH
ca dAv;ane
mAt;uH pit;uH
vasat;eH apaptan
pUrv;IH ;iSaH
puraMdar;am t;am
k;Amena kqt;am
s;adane y;atra
g;omataH dev;aH
zn;aTat vqtr;am
tv;at asti
ray;im vizv;AyupoSasam
vqt;am nad;InAm
kS;Ama iva
m;anaH carati
dqX;am arujaH
kqDi iSit;aH
arZav;aH ;amaH
vart;A n;a
n;a r;ADaso-rADasaH
vivAsema DIt;iBiH
tvA mah;aH
madAnAm ;A
v;i urv;Im
br;avEte nah;i
areZ;avaH hiraZy;ayAsaH
qjipy;am DqSZ;um
asm;aByam ranDaya
arv;Ak dqX;asya
;akqtam y;at
asy;a B;uvanasya
;indra t;am
n;a y;asya
v;arDa ;aha
s;arasvatI st;omyA
tvA ;ahiGne
indra s;atpatim
ap;aH ;aCa
im;am sut;am
indrAgnI sut;eSu
k;aH te
v;iBUtiH Iyate
;ojaH tv;ayA
vqtr;AZi ;AryA
As;u kr;atvA
samudr;e hiraZy;ayIH
mah;inasya z;arDaH
z;azvantam AcaK;Ada
j;anAya tanv:e
daBAti t;askaraH
y;at kqZv;Ete
vAm mahitv;am
yuv;Am im;e
any;at yajat;am
DAraya ;anAmi
naH ;avaH
zudD;AH ap;aH
avindaH viS;am
cit kqZuTa
pr;a n;avyasA
;A iy;am
yuv;am yam;O
pAZ;I aB;i
dIpayaH ant;arikSA
y;e ;ISante
te v;izvam
ap;asAm ap;astamA
h;i kS;ayasya
vA t;am
r;aZe-raZe ;A
cinuh;i v;i
indra zuSmin
jihv;Am drav;iH
yajY;EH sapt;a
y;asya jajYAn;aH
pur;A kqt;am
duhit;A s;Uryasya
ca pinvatAm
s;a h;otA
div;i ca
bADasva duSk;qtam
B;arante t;A
aB;i pruSZute
zr;eSWaH Gan;e
qtuT;A vid;aDat
u v;asvI
n;akSat v;AZI
aB;i ;A
paraz;uH n;a
sahasaH naH
pUS;A v;iSZuH
BAs;A kqSZ;ADvA
agne n;akiH
tarema t;A
st;omam y;am
sut;am s;omam
pAhi y;aH
Diy;A vAmaB;AjaH
;apAt it;aH
dadAti s;atpatim
B;UreH s;a
stot;AraH te
;aram me
arvAcIn;AsaH van;uSaH
dy;OH ca
g;AvaH suB;agAm
papraT;e ;adabDaH
upam;At iva
daDire yajY;iyAni
varuZA= d;Azati
s;amidDaH zukr;aH
y;aH y;ujyeBiH
v;akSaZAni yajY;EH
c;aran par;aH
c;atuSpadaH niv;ezane
yAsi duC;unAH
ant;ar s;antaH
deva ;iSaH
dev;AsaH agriy;am
;akSaH n;a
pr;a ;arZAMsi
;avase vavqtyAt
;A ;amavatsu
vakSi y;akSi
Av;iH v;akSaH
tv;Am agne
Ut;aye v;aruZam
pUS;aZam v;iSZum
zoc;iSA t;An
pUrv;IH ay;am
sAt;aye sISaDaH
;aMhaH Ij;e
pratnav;at n;avIyasA
iS;ayantaH v;izvam
te sumn;am
vipany;ayA s;amidDaH
DAny:am p;atyate
n;ABim yajY;AnAm
yAti avqk;aH
z;atakrato mAd;ayasva
naH agne
Aviv;eza Ar;e
asya pIt;O
;aDa Bram;aH
r;uzantam vIt;I
paTy:AH yAti
te uSaH
gqh;apatim naya
jarhqSanta pras;Aham
deva jihv;ayA
vqtr;am ut;a
;amqDraH ;indra
matsar;AsaH jarhqSanta
qtay;uk yujAn;aH
samudr;AZi papraTuH
ut;a jAm;In
vanate ;apratItaH
g;AvaH n;araH
asmE z;iraH
eti akt;Un
m;ade ur;u
sv;EH t;apa
praTam;aH man;otA
m;ahi mah;e
v;arDanAni t;Avat
n;a m;AsAH
yajY;eBiH gIrB;iH
vajr;iZA vay;am
kar;asnA bahul;A
indriy;Aya satr;A
;adabDaH gop;AH
y;e agnijihv;AH
z;avasaH saMc;akSi
tanv:A v;arDamAnaH
dev;An sv:arSAtA
b;iBrat v;ajram
arujaH p;arvatasya
z;azvat p;ibasi
pav;iH y;aH
asm;An ava
p;ari y;at
ukT;A z;aMsantaH
;ati eti
v;Ajam asm;e
jarit;AraH As;uH
s;omaH ;asutAt
amqta pr;acetAH
apaptan Av;iH
n;a v;oXA
m;ahi mah;AntA
;indrAgnI s;omapItaye
hiraZy;ayA savit;A
g;AvaH sPur;An
y;ajate d;adAti
;anu tvA
v;asyaH m;A
v;aDiSaH vajrahasta
vqc;IvataH dEvavAt;Aya
;ayA n;u
v;ipraH ukT;EH
sAk;am yavy;AvatyAm
;apAke yajatra
aG;azaMsaH p;ari
D;Ama ;iyakSantaH
kr;atve ;apibaH
tod;aH ;aDvan
te asy;Am
pIt;aye zn;aTat
BUSataH yuyujAn;asaptI
v;aso y;akSi
;apaH nad;InAm
;indraH me
iy;am d;akSiZA
z;oca v;i
s;Uryam vivid;aTuH
varD;ayantI v;Aje-vAje
sv;asQH any;AH
dev;AsaH ;ohasA
n;a nqto
y;at Ay;um
;azvAsaH v;qSaZaH
azy;Ama t;am
gqZat;e v;ayaH
indra v;i
naH ;atiTiH
ady;a k;araZam
y;atra vA
v;AjasAtaye s;omam
vurIta ;avase
;azvAsaH aBimAtiS;AhaH
sv;asya many;oH
dAz;uSe uSasaH
sasqjm;ahe g;iraH
;iti cyavAnA
v;EzvAnara tv;am
sah;AvA tv;am
y;at st;avante
sam;iDA ut;a
kav;itamam kavIn;Am
d;asyujUtAya stav;An
vqtrat;Urye div;aH
s;a z;avasA
t;at AdityAH
;ArayA h;qdayA
dId;ayat ;it
dev;avItaye B;arata
st;omAH anUSata
devan;idaH n;i
;qjyantaH vaheyuH
ih;a nUn;am
vIr;am n;aryam
y;aH Im
naH naSw;am
v;izvA sup;aTA
mitr;Av;aruZA n;AsatyA
yajat;am te
n;a vay;AH
;avasA tarema
Acakr;iH ;indraH
m;ahi gqZAn;aH
prav;ataH indra
pqTv;I maDud;uGe
;iSam vurIta
vEzvAnar;am mAtar;izvA
het;im asya
agne y;aH
;indrasya gir;ayaH
zqZotu naH
asm;in mahADan;e
n;a zukr;aH
;UDar y;e
k;evawe ;aTa
tarut;A n;u
s;a majm;anA
ark;am gqZat;e
v;izve juSanta
vavanda ;A
jagmire paTy:AH
mAt;uH diDiS;um
adroG;aH n;a
gIrB;iH yajY;avqdDam
v;anA vqzc;anti
;upa jYub;ADaH
r;akSAMsi purudaMsasA
vizvav;idA sud;aMsasA
sutapO im;am
anayaH d;IdyAnaH
n;a tarut;A
naH sutrAtr;aH
s;ahante r;ejate
hotar ;agne
amqtatv;am Ayan
pit;A naH
sv;atavase BaraDvam
v;izvA pariSv;ajat
zaviSWa vay;am
s;omaH iva
;arAtIH vanv;antaH
tv;am raj;im
;A yAtam
huv;e vaH
d;ivodAsam vaDryazv;Aya
r;AjAnam ;upa
dyumn;Aya sut;arAH
y;at dId;ayat
n;a ;aMhaH
reZ;ukakAwaH aznute
iva jeH
;A jAt;avedAH
z;aviSWam naH
vIra h;avyAH
suv;Iram azy;Ama
sut;AsaH g;AvaH
saty;Ani ukT;A
vitar;am v;i
azvas;Am vAjas;Am
Ut;I ev;a
te n;ihatasya
akt;oH k;utra
gantam h;avanAya
ant;ar dev;aH
v;arAya k;aH
kave ;aTa
dr;aviZam Dattam
raTy:AsaH ;azvAH
aVgiraH Gqt;ena
n;a tAy;uH
naH saKy;A
sah;asraBqSwim vavqtat
s;omaH ;AmizlatamaH
vimucaH napAt
;aTa d;uvaH
n;u me
paT;iBiH p;arSi
;A sv;e
t;Ani s;a
av;aH c;aran
p;ari sv;At
asi t;Ani
pakv;am Am;Asu
bah;u cit
paZ;im t;A
mahitv;A dy;OH
samudr;am tv;am
ant;ar u
h;avAsaH puruhUt;am
ca Dattam
qZvati div;i
paZ;eH Barti
v;iBUtim matsar;AsaH
h;i DIB;iH
y;aH v;idAnaH
s;am u
st;utaH ca
samudr;aH sTaH
mAdayeTAm s;am
n;avyaH indra
pqTivy;AH ;azrAyi
agriy;am inD;ate
hanti vqtr;am
Im c;iketat
v;AZI s;uSwutA
ark;asAtO vaD;EH
p;qzniH ;UDar
s;amanasaH s;aketAH
DAt y;at
vaH sten;aH
t;at vAm
naH neSi
manAn;AH ;At
pur;A vividre
t;avIyaH ;araDrasya
n;u aj;Azvam
any;aH iCati
agn;O ;ayAmi
iy;am z;uSmeBiH
yajY;am c;anaH
y;at zat;A
D;iyam azvas;Am
agne agn;iBiH
t;am vaH
y;asya g;AvO
naH vakSat
mah;inA Asu
Bava raT;Itamam
h;i veDaH
dasr;A puruz;AkatamA
agne maG;avatsu
ark;EH zruD;i
n;a pratiSW;iH
zr;avaH iC;amAnaH
kr;atvA h;i
t;eSu qtAvqDA
r;aTena s;anutyena
rAy;A dyumn;ena
s;omam any;aH
vy;aTiH dAz;uSaH
sup;aTA sug;Ani
aruZ;AsaH r;uzantaH
svast;i v;i
Ut;I ;ariSaZyan
;it p;qzniH
darzat;am bqh;antam
yant;am naH
riS;aH m;adema
s;a tv;am
gqh;apatim ;agne
t;AByAm vqtr;AZi
yayATa ;indra
indra staBAyaH
mah;AntA j;AyamAnA
id;am s;avanam
Bara v;qSaZam
r;odasI v;i
vraj;asya sAt;A
s;Idat h;otA
vAm r;aTaH
vA div;i
devay;uH te
van;uSAm ;azastIH
vikS;u k;aH
vy:uSwO am;A
r;odasI cit
n;Qn div;aH
j;aramAZasya m;anma
D;anvAni bAhv;oH
madryadr;ik sut;e
;indrAgnI zqZut;am
aBavaH v;AryAZAm
svarv;idA n;ABinA
d;ivodAsam citr;ABiH
Ixate t;ava
ajara aj;aram
m;AnuSe j;ane
am;A sat;e
yavy;AvatyAm puruhUta
sucakr;e raTy:AsaH
raBod;Am gAt;um
t;AH ;arvA
Bara zUzuv;AMsam
zukr;am duduhe
puruv;AjABiH Ut;I
qt;aDItiBiH qtay;uk
Gqt;ena dy;AvApqTiv;I
mahitv;am yuv;am
v;asu divy;Ani
svatavaH p;arvatena
pit;A vididyutAn;aH
n;a h;i
;A y;aH
gAya gaZ;e
sah;asrA ;azvAnAm
vAm pit;araH
zqZutam h;avam
ciketati v;iSUcaH
z;uSZam dAz;uSe
t;ejiSWA y;asya
durit;A tarema
daDir;e s;am
r;arAZaH p;iba
y;Aman akt;oH
sam;atsu ;indra
h;otA duroZ;e
Im enam
m;artaH y;aH
pariSW;Am haT;aH
y;aH agn;aye
v;izvA cakqv;AMsam
ugra naH
yataTaH mahitv;A
;IzAnam r;ADasaH
riS;aH n;a
te ;antaH
z;avasA hanti
n;u gir;e
D;AH r;atnam
jAt;am n;a
carSaZipr;AH ut;a
;anUtI hirizipr;aH
;atyaH n;a
ap;aH ca
ugr;asya tav;asaH
yahv;I qt;asya
m;adasya somy;asya
;indrAviSZU madapatI
mah;Am AhAv;am
hin;oSi y;aH
maDuzc;utA maDud;uGe
tuvigrAB;am tuvikUrm;im
nah;i n;u
etu naH
m;aDunaH somy;asya
y;aH urv;I
stuvat;Am ut;a
zat;otim pr;a
dev;An s;omapItaye
n;a s;inDavaH
gav;eSaZam sAt;aye
vqc;IvataH y;at
vAjinIvati pr;a
pr;eSWA h;i
n;iH y;at
qtIS;aham vIr;am
s;atpatim t;arutram
pUS;A v;Ajam
ur;u jy;otiH
vizvAs;Aham ;avase
v;akSaH kqZuSe
manIS;A ;upa
s;Uryam jan;ayan
asya z;atruH
qjr;e p;urayasya
vIry:Aya ur;uH
r;AjA aBavaH
;agne sasqjm;ahe
syuH ;A
b;qhasp;atiH s;am
zocaya kS;Am
y;e maDyam;AsaH
p;arA varktam
z;UrasAtO h;avAmahe
B;anati reB;aH
d;aDAnA z;am
s;avanA h;ariByAm
aDvar;e daDiDvam
j;iGAMsati Bar;advAjAya
;A huvat;aH
;indra dev;aH
savitar vAm;am
divy;Ani dIpayaH
aB;i yoDat
raT;inaH viMzat;im
t;e te
s;arasvatI s;arasvati
t;arantaH ary;aH
;adane ;indrA
girvaZaH mar;udBiH
sv;Am D;anyA
aja sam;atsu
purumAy;asya riric;e
v;iSZuH tr;IZi
daDAti ;A
dev;avItaye yajY;eSu
pArAvataGn;Im ;avase
;arpitaH ;aSwrAm
vqtrat;UryeSu mandr;asya
zqZutam g;iraH
varUt;A asm;AkAsaH
bqhat;aH qt;asya
n;a D;ArAm
r;aTam indra
makS;u n;a
CAy;Am iva
aruhat pqTivy;AH
Bava varUt;A
v;aktvAni qtuT;A
dAH v;izvABiH
yajY;iyam tv;am
c;akSuH v;i
sapt;a y;at
yAti s;ADan
;azvAsaH deva
pqTivy;AH purumAy;asya
zazam;e ca
r;odasI vizv;azamBuvA
naH g;ayam
ca deva
gaZ;am Ar;At
vIr;aH n;aryaH
vizv;ataH aB;i
te ajara
mah;Im BarSat
asm;e s;aH
y;aH vAm
ay;am zr;eyAn
samAn;e ;A
z;avaH ;ojiSWam
s;inDavaH y;AdamAnAH
k;arvaram any;at
eS;a draps;aH
pinvatAm pit;A
;adaDuH saj;oSAH
;atra d;azoZaye
D;ArA asi
n;a dravit;A
sut;ukA n;AhuSAZi
s;a dyumn;ena
